Sku id,Invoice No.,วันที่,เวลา,รหัสสินค้า,Serial,ชื่อสินค้า,กลุ่มสินค้า,จำนวน,Ratio,ราคา/หน่วย,รวมก่อนลด,ส่วนลด,รวมสุทธิ,ต้นทุนรวม,กำไร,ลูกค้า,พนักงาน,status,หมายเลขประจำเครื่อง
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001001965,12/28/17,18:40,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,4,1,5,20,0,20,6.8,13.2,,Admin,A,1
171112301 PMXAA74oE6WghKpudK7zs3,PS001001965,12/28/17,18:40,S0406,,เทปใส หลุยส์ Louis 1/2” x 10yds,Stationery,1,1,6,6,0,6,4,2,,Admin,A,1
171106827 PM6qhthdkb8bdSJBuSIcjr,PS001001966,12/28/17,18:42,8.8504E+12,,เบอริน่า A43 ยาย้อมผม Berina,Beauty,2,1,55,110,0,110,70.83,39.17,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001001967,12/28/17,19:15,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,2,1,5,10,0,10,3.4,6.6,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001001968,12/28/17,19:23,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,2,1,5,10,0,10,3.4,6.6,,Admin,A,1
1712162037eTgMiUo0JCO2PYAYawQ9,PS001001968,12/28/17,19:23,PLU2409594849,,โบว์ ดอกกลาง,Stationery,1,1,5,5,0,5,1.58,3.42,,Admin,A,1
1712162037eTgMiUo0JCO2PYAYawQ9,PS001001969,12/28/17,19:23,PLU2409594849,,โบว์ ดอกกลาง,Stationery,1,1,5,5,0,5,1.58,3.42,,Admin,A,1
171114526 PMQkJpuEsuBLP8cO1vyWfx,PS001001969,12/28/17,19:23,PLU9252979527,,กระดาษ ห่อของขวัญ#สองหน้า,Stationery,1,1,12,12,0,12,6,6,,Admin,A,1
c001,PS001001970,12/28/17,19:24,8.8533E+12,,วิสกัสเพาซ์-ทูน่า ลูกแมว 85g,Pet,3,1,15,45,0,45,32.49,12.51,,Admin,A,1
c002,PS001001971,12/28/17,19:28,8.8533E+12,,วิสกัสเพาซ์-ทะเลรวมมิตร 85g,Pet,1,1,15,15,0,15,10.83,4.17,,Admin,A,1
c008,PS001001971,12/28/17,19:28,8.8533E+12,,วิสกัสเพาซ์-ทูน่า+ปลาเนื้อขาว 85g,Pet,5,1,15,75,0,75,54.15,20.85,,Admin,A,1
f078,PS001001972,12/28/17,20:20,8.8501E+12,,ไวไว-เส้นหมี่อบแห้ง 180g,Food,2,1,13,26,0,26,21,5,,Admin,A,1
k345,PS001001973,12/28/17,20:37,8.85112E+12,,น้ำมันมะกอก S.B ศิริบัญชา 120cc,Medicine,1,1,35,35,0,35,26,9,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001001974,12/29/17,11:41,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,1,1,5,5,0,5,1.7,3.3,,Admin,A,1
1712162037eTgMiUo0JCO2PYAYawQ9,PS001001974,12/29/17,11:41,PLU2409594849,,โบว์ ดอกกลาง,Stationery,1,1,5,5,0,5,1.58,3.42,,Admin,A,1
1712162037eTgMiUo0JCO2PYAYawQ9,PS001001975,12/29/17,11:42,PLU2409594849,,โบว์ ดอกกลาง,Stationery,1,1,5,5,0,5,1.58,3.42,,Admin,A,1
k340,PS001001975,12/29/17,11:42,h440,,ริบบิ้น ระฆัง ฟ้า #2 เรียบ,Stationery,1,1,15,15,0,15,10,5,,Admin,A,1
c004,PS001001976,12/29/17,11:44,8.8533E+12,,วิสกัสเพาซ์-ปลาทู 85g,Pet,3,1,15,45,0,45,32.5,12.5,,Admin,A,1
c023,PS001001976,12/29/17,11:44,8.8533E+12,,วิสกัสเม็ดจูเนียร์-ทะเล+นม 450g,Pet,1,1,55,55,0,55,45.5,9.5,,Admin,A,1
f079,PS001001976,12/29/17,11:44,8.85037E+12,,วุ้นเส้น ตราต้นถั่ว 80g,Food,2,1,13,26,0,26,19,7,,Admin,A,1
171107401 PMKOTdALobysF9cirMdJxx,PS001001976,12/29/17,11:44,8.85193E+12,,สบู่ลักซ์#Aqua 75g,Personal Care,1,1,12,12,0,12,9,3,,Admin,A,1
171107445 PMlu4Z8p50ihK4UwWIG2iJ,PS001001976,12/29/17,11:44,8.85193E+12,,แชมพูซันซิล ส้ม 70ml,Personal Care,1,1,20,20,0,20,16.48,3.52,,Admin,A,1
171112802 PMHbG6SwAt0Cr6B3x6QNaK,PS001001977,12/29/17,11:44,PLU7264992029,,มะพร้าวสับ,Garden,1,1,25,25,0,25,10,15,,Admin,A,1
171114932 AMGxC4v8bfxpkuW5OX3Up1,PS001001978,12/29/17,11:50,c024,,ถุงมือผ้า,Cleaning Tools,2,1,10,20,0,20,12,8,,Admin,A,1
171106708 PMjEZGWKDqeaL6WOetBHcu,PS001001979,12/29/17,12:14,4.90243E+12,,ดาวน์นี่ ซักผ้า#ผง-สปาร์คกลิ้ง 80g,Cleaners,2,1,10,20,0,20,16,4,,Admin,A,1
171107701 PMovZ8JEfrHIYwFhOFEkbQ,PS001001979,12/29/17,12:14,8.85193E+12,,คอมฟอร์ท Luxury-เอนชานท์ 20ml,Cleaners,3,1,4,12,0,12,9,3,,Admin,A,1
1711131032 PMUQXIop2WyJJyIjdsLg4H,PS001001980,12/29/17,12:40,8.85104E+12,,แสนดี ข้าวหอมทิพย์ 5kg,Food,1,1,130,130,0,130,110,20,,Admin,A,1
171107653 PMzlZKiti7qifjoLMOgm6C,PS001001980,12/29/17,12:40,8.85193E+12,,คอมฟอร์ท น้ำเดียว 22ml,Cleaners,5,1,4,20,0,20,15.5,4.5,,Admin,A,1
171107426 PMmJNIMGib5YGto8Ke2mam,PS001001980,12/29/17,12:40,9E+12,,ทาหน้า#พอนด์ส ไวท์ SPF 30 PA 7.5g,Personal Care,1,1,15,15,0,15,10.7,4.3,,Admin,A,1
171107522 PMuIfsZcuOkbrA1S2gyOft,PS001001981,12/29/17,12:42,4.90243E+12,,ครีมนวดรีจอยส์#ซอฟท์ แอนด์ สมูท 70ml มะละกอ,Personal Care,1,1,20,20,0,20,15.75,4.25,,Admin,A,1
k073,PS001001982,12/29/17,12:42,h173,,บิลเงินสด No.2,Stationery,1,1,13,13,0,13,7,6,,Admin,A,1
1711121032 PMkvCkwiir0JjWB2amwtWw,PS001001983,12/29/17,12:58,PLU6449748809,,ไส้ดินสอ Pilot Multi-X 2.0 2B,Stationery,1,1,10,10,0,10,5.5,4.5,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001001984,12/29/17,13:48,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,1,1,5,5,0,5,1.7,3.3,,Admin,A,1
k271,PS001001984,12/29/17,13:48,h371,,กากเพชร สีรุ้ง,Stationery,1,1,14,14,0,14,7.5,6.5,,Admin,A,1
k026,PS001001984,12/29/17,13:48,8.85011E+12,,กาวลาเท็กซ์ TOA 4oz No.LA-22S,Stationery,1,1,14,14,0,14,8.75,5.25,,Admin,A,1
1712162037eTgMiUo0JCO2PYAYawQ9,PS001001984,12/29/17,13:48,PLU2409594849,,โบว์ ดอกกลาง,Stationery,1,1,5,5,0,5,1.58,3.42,,Admin,A,1
u108,PS001001985,12/29/17,14:10,8.85193E+12,,ซันไลต์-เลมอน#ถุง 330ml,Cleaners,1,1,20,20,0,20,16.76,3.24,,Admin,A,1
1711121152 AMon6nmEN95d94z96TGWV6,PS001001986,12/29/17,14:15,1070003,,ถ่าน หุงต้ม ก้อนเล็ก,Other,2,1,20,40,0,40,36,4,,Admin,A,1
c007,PS001001987,12/29/17,14:57,8.8533E+12,,วิสกัสเพาซ์-ทูน่า 85g,Pet,2,1,15,30,0,30,21.67,8.33,,Admin,A,1
1711111054 AMfQPFqY0hbWxZsTrJ5m6d,PS001001987,12/29/17,14:57,8.85193E+12,,คอมฟอร์ท-ปรับ แดง หอมโรแมนติค 580ml,Personal Care,1,1,18,18,0,18,16.21,1.79,,Admin,A,1
fs009,PS001001988,12/29/17,15:09,8.85712E+12,,Tokyu - ลูกน้ำอัดเม็ด 20g,Pet,1,1,12,12,0,12,6.25,5.75,,Admin,A,1
k026,PS001001989,12/29/17,15:59,8.85011E+12,,กาวลาเท็กซ์ TOA 4oz No.LA-22S,Stationery,1,1,14,14,0,14,8.75,5.25,,Admin,A,1
1711131031 PM2XOKNBfnHYm862cK4yMi,PS001001990,12/29/17,16:02,8.85104E+12,,แสนดี ข้าวหอมมะลิ 100% 5kg,Food,1,1,170,170,0,170,145,25,,Admin,A,1
171107517 PMSACCkvIZA5EDqeeQuYGr,PS001001990,12/29/17,16:02,4.90243E+12,,แชมพูรีจอยส์#ฟริซ รีแพร์ 70ml,Personal Care,1,1,20,20,0,20,15,5,,Admin,A,1
c001,PS001001991,12/29/17,16:03,8.8533E+12,,วิสกัสเพาซ์-ทูน่า ลูกแมว 85g,Pet,4,1,15,60,0,60,43.32,16.68,,Admin,A,1
c009,PS001001991,12/29/17,16:03,8.8533E+12,,วิสกัส-ปลาทูน่า กระป๋อง 400g,Pet,1,1,40,40,0,40,29.75,10.25,,Admin,A,1
171114522 PM7cDF1zXzIst4G0JmEpY4,PS001001992,12/29/17,16:03,PLU2824999708,,ฟิวเจอร์บอร์ด#ม่วง,Stationery,2,1,18,36,0,36,24,12,,Admin,A,1
1711191930EK7YRSatU7rndOJpo0aC,PS001001993,12/29/17,16:03,8.7115E+12,,นีออน สั้น 18w หลอดไฟ Philips,Hardware,1,1,40,40,0,40,30,10,,Admin,A,1
c051,PS001001994,12/29/17,16:03,8.85513E+12,,Kat-To ทรายแมว เลมอน 5L แคทโตะ,Pet,1,1,85,85,0,85,51,34,,Admin,A,1
171106805 PMIvImL1wq57RYl2ATKfBh,PS001001995,12/29/17,16:04,8.8504E+12,,เบอริน่า A19 ยาย้อมผม Berina,Beauty,3,1,50,150,0,150,106.25,43.75,,Admin,A,1
c009,PS001001996,12/29/17,16:04,8.8533E+12,,วิสกัส-ปลาทูน่า กระป๋อง 400g,Pet,1,1,40,40,0,40,29.75,10.25,,Admin,A,1
k241,PS001001997,12/29/17,16:04,3.47438E+12,,ลิควิด Pentel สั้น ZL102-W,Stationery,1,1,50,50,0,50,35.83,14.17,,Admin,A,1
171112800 PMhxq1oGAbDt45ihpJGUKj,PS001001998,12/29/17,16:29,PLU8763296379,,ดินชีวภาพ ดินทองเกษตร,Garden,3,1,30,90,0,90,50,40,,Admin,A,1
171110605 PMJdUhpmErE4Pdxhi9han1,PS001001998,12/29/17,16:29,C006,,ไม้กวาด กทม,Cleaning Tools,1,1,50,50,0,50,40,10,,Admin,A,1
k017,PS001001999,12/29/17,17:15,h117,,เทปกาวสองหน้า เยื่อ 1/2”,Stationery,1,1,18,18,0,18,10,8,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001002000,12/29/17,17:20,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,1,1,5,5,0,5,1.7,3.3,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001002001,12/29/17,17:20,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,1,1,5,5,0,5,1.7,3.3,,Admin,A,1
171112324 PMhXz49fH0kz8SAsAmEVXd,PS001002001,12/29/17,17:20,S4711,,เทปใส แกนเล็ก INTER 1/2”,Stationery,1,1,11,11,0,11,4.7,6.3,,Admin,A,1
1712162037eTgMiUo0JCO2PYAYawQ9,PS001002002,12/29/17,17:21,PLU2409594849,,โบว์ ดอกกลาง,Stationery,3,1,5,15,0,15,4.75,10.25,,Admin,A,1
171106839 PMDdv5x5IXpdWT01wg02JR,PS001002003,12/29/17,17:25,8.85205E+12,,แคริ่ง สเปรย์เนท ฟ้า,Beauty,1,1,75,75,0,75,53,22,,Admin,A,1
171109929 PM03ZIiZQ0ovHFwXLAWnHS,PS001002003,12/29/17,17:25,8.85145E+12,,โป๊ยเซียน ยาดม 2ml,Medicine,1,1,18,18,0,18,12.7,5.3,,Admin,A,1
f023,PS001002003,12/29/17,17:25,8.85021E+12,,เด็ก-ซีอิ๊วขาว สูตร 1 เจ 300cc,Food,1,1,25,25,0,25,21.67,3.33,,Admin,A,1
1712021501yG6I2pwJNPsbHoMuq7Kd,PS001002003,12/29/17,17:25,8.85015E+12,,ตรามะลิ นมข้นหวาน 385g นมข้น,Food,1,1,24,24,0,24,20.83,3.17,,Admin,A,1
f065,PS001002003,12/29/17,17:25,8.85051E+12,,โรซ่า-ปลากระป๋อง ฝาดึง 155g,Food,4,1,18,72,0,72,60,12,,Admin,A,1
f068,PS001002003,12/29/17,17:25,8.85099E+12,,มาม่า-ต้มยำกุ้ง 55g,Food,5,1,6,30,0,30,24,6,,Admin,A,1
f063,PS001002003,12/29/17,17:25,8.85004E+12,,นกพิราบ-ผักกาด ฝาดึง 140g,Food,2,1,18,36,0,36,30,6,,Admin,A,1
f077,PS001002003,12/29/17,17:25,8.8501E+12,,ไวไว-ปรุงสำเร็จ 55g,Food,5,1,6,30,3,27,22.33,4.67,,Admin,A,1
d035,PS001002004,12/29/17,17:28,8.85048E+12,,สมาร์ทฮาร์ท โกลด์-เล็ก Fit7+ 500g,Pet,1,1,85,85,0,85,71,14,,Admin,A,1
1712162037eTgMiUo0JCO2PYAYawQ9,PS001002005,12/29/17,17:28,PLU2409594849,,โบว์ ดอกกลาง,Stationery,1,1,5,5,0,5,1.58,3.42,,Admin,A,1
d017,PS001002006,12/29/17,17:35,8.8533E+12,,เพดดีกรี เล็ก-ไก่ ตับและผัก 480g,Pet,1,1,53,53,0,53,41,12,,Admin,A,1
171107518 PMKabZ19pIU9Iz82r2SUx1,PS001002007,12/29/17,17:36,4.90243E+12,,แชมพูรีจอยส์#ริช ซอฟท์ สมูท 70ml,Personal Care,1,1,20,20,0,20,16,4,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001002008,12/29/17,17:43,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,1,1,5,5,0,5,1.7,3.3,,Admin,A,1
171110626 PMZln3LVoaIVnDFNRbV0l5,PS001002009,12/29/17,18:03,C012,,ไม้กวาดดอกหญ้า ด้ามพลาสติก,Cleaning Tools,1,1,65,65,0,65,50,15,,Admin,A,1
171114407 PM3FaacELxm1YnnD5o9IqN,PS001002010,12/29/17,18:03,PLU4337470859,,ฟิวเจอร์บอร์ด#แดง,Stationery,1,1,18,18,0,18,12,6,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001002011,12/29/17,18:04,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,1,1,5,5,0,5,1.7,3.3,,Admin,A,1
171108838 PM8Oi0q7HRmDCtd4jkGU8E,PS001002012,12/29/17,18:05,8.85324E+12,,กุ้งไทย กะปิแท้ 90g,Food,1,1,13,13,0,13,10.83,2.17,,Admin,A,1
1712071656YSjZficc81hQkwe0MxsX,PS001002012,12/29/17,18:05,8.85E+12,,ซิสเท็มมา แคร์&โพรเทคท์-ไอซี่มินต์ 40g,Personal Care,1,1,13,13,0,13,7.7,5.3,,Admin,A,1
1712151414mNAtF4Q7i0MNLS01kAFx,PS001002012,12/29/17,18:05,8.85193E+12,,ครีมนวดซันซิล ส้ม 60ml,Personal Care,1,1,20,20,0,20,16.5,3.5,,Admin,A,1
171107445 PMlu4Z8p50ihK4UwWIG2iJ,PS001002012,12/29/17,18:05,8.85193E+12,,แชมพูซันซิล ส้ม 70ml,Personal Care,1,1,20,20,0,20,16.48,3.52,,Admin,A,1
171106812 PMgw82yvwCJxHir5EAdxIC,PS001002013,12/29/17,18:06,8.8504E+12,,เบอริน่า A23 ยาย้อมผม Berina,Beauty,1,1,60,60,0,60,40,20,,Admin,A,1
c018,PS001002014,12/29/17,18:06,8.8533E+12,,วิสกัสเม็ด-ปลาทู 1.2kg,Pet,1,1,125,125,0,125,101.5,23.5,,Admin,A,1
u053,PS001002015,12/29/17,18:19,8.85005E+12,,ซิลค์-คอตตอน ทิชชู่ เดี่ยว 1roll,Personal Care,2,1,8,16,0,16,10.5,5.5,,Admin,A,1
c007,PS001002016,12/29/17,18:50,8.8533E+12,,วิสกัสเพาซ์-ทูน่า 85g,Pet,1,1,15,15,0,15,10.83,4.17,,Admin,A,1
c027,PS001002017,12/29/17,19:11,8.85048E+12,,me-o เพาซ์ #ทูน่า 80g อาหารแมวมีโอ,Pet,1,1,15,15,0,15,9.1,5.9,,Admin,A,1
171110829 PMrRSkl5eemIGVrucYO8na,PS001002018,12/29/17,19:19,E66,,เทียนสั้น ช้างมงคล,Sacrifice,1,1,12,12,0,12,8.3,3.7,,Admin,A,1
171110829 PMrRSkl5eemIGVrucYO8na,PS001002019,12/29/17,19:20,E66,,เทียนสั้น ช้างมงคล,Sacrifice,1,1,12,12,0,12,8.3,3.7,,Admin,A,1
1712111536jfugTee23I1FKxhwGKzm,PS001002020,12/30/17,9:25,8.85049E+12,,แม่ประนอม-น้ำจิ้มไก่ 260g,Food,1,1,27,27,0,27,23,4,,Admin,A,1
1712021501yG6I2pwJNPsbHoMuq7Kd,PS001002020,12/30/17,9:25,8.85015E+12,,ตรามะลิ นมข้นหวาน 385g นมข้น,Food,2,1,24,48,0,48,41.67,6.33,,Admin,A,1
f013,PS001002020,12/30/17,9:25,8.85013E+12,,ไมโล-Activ-B โปรโตมอลต์ 300g,Food,1,1,60,60,0,60,54,6,,Admin,A,1
171107209 PMo6CpMnpUZUV6PZMPNL0D,PS001002020,12/30/17,9:25,8.85001E+12,,สบู่แคร์ ฟ้า#คลาสสิค 65g,Personal Care,1,1,15,15,0,15,11.6,3.4,,Admin,A,1
171107413 PMmHqiLvo7OJ58sFgKv5Hl,PS001002020,12/30/17,9:25,8.85193E+12,,ครีมอาบลักซ์#Magical สีม่วง 200ml,Personal Care,1,1,65,65,0,65,55.43,9.57,,Admin,A,1
1712071704TwrXm72tt8ylrIJE3UhJ,PS001002020,12/30/17,9:25,8.85E+12,,ซอลส์ ออริจินัล 90g,Personal Care,1,1,35,35,0,35,26.42,8.58,,Admin,A,1
1712071706ROSXdHXAfIvMWv6cvx3L,PS001002020,12/30/17,9:25,8.85E+12,,ซอลส์ เฟรช 90g,Personal Care,1,1,35,35,0,35,26.42,8.58,,Admin,A,1
f068,PS001002020,12/30/17,9:25,8.85099E+12,,มาม่า-ต้มยำกุ้ง 55g,Food,1,1,6,6,0,6,4.8,1.2,,Admin,A,1
f077,PS001002020,12/30/17,9:25,8.8501E+12,,ไวไว-ปรุงสำเร็จ 55g,Food,2,1,6,12,0,12,8.93,3.07,,Admin,A,1
f074,PS001002020,12/30/17,9:25,8.85025E+12,,ยำยำจัมโบ้-หมูสับ 67g,Food,2,1,6,12,0,12,10.13,1.87,,Admin,A,1
1711111054 AMfQPFqY0hbWxZsTrJ5m6d,PS001002021,12/30/17,9:31,8.85193E+12,,คอมฟอร์ท-ปรับ แดง หอมโรแมนติค 580ml,Personal Care,1,1,18,18,0,18,16.21,1.79,,Admin,A,1
1711301923OPbqmc7zmcqJtOV5cuyg,PS001002022,12/30/17,9:32,PLU1385160340,,ลวด เบอร์ 18,Hardware,1,1,10,10,0,10,5,5,,Admin,A,1
171114932 AMGxC4v8bfxpkuW5OX3Up1,PS001002022,12/30/17,9:32,c024,,ถุงมือผ้า,Cleaning Tools,1,1,10,10,0,10,6,4,,Admin,A,1
1711192002SQ6Z7dtab663uHphC9cI,PS001002022,12/30/17,9:32,PLU8870560813,,เทปพันเกลียว,Hardware,1,1,10,10,0,10,6,4,,Admin,A,1
d001,PS001002023,12/30/17,9:34,93362993,,ซีซาร์-เนื้อไก่ 100g,Pet,1,1,40,40,0,40,31.67,8.33,,Admin,A,1
d003,PS001002023,12/30/17,9:34,9.33421E+12,,ซีซาร์-เนื้อไก่และตับบด 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
d005,PS001002023,12/30/17,9:34,93370868,,ซีซาร์-เนื้อแกะ 100g,Pet,1,1,40,40,0,40,31.67,8.33,,Admin,A,1
d007,PS001002023,12/30/17,9:34,93362979,,ซีซาร์-เนื้อวัวและผักรวม 100g,Pet,1,1,40,40,0,40,31.67,8.33,,Admin,A,1
d006,PS001002023,12/30/17,9:34,93362986,,ซีซาร์-เนื้อวัวและตับ 100g,Pet,1,1,40,40,0,40,31.67,8.33,,Admin,A,1
1711131033 PMAGKcNCUSt5GYU2Xx3HQq,PS001002024,12/30/17,9:34,8.851E+12,,พันธุ์ดี ข้าวหอมมะลิ 100% 5kg,Food,1,1,170,170,0,170,147,23,,Admin,A,1
171110636 PMTp7DpbieKqbVn4YxqrLw,PS001002025,12/30/17,9:50,C014,,โซดาไฟ เกล็ด 3 ดาว,Cleaning Tools,1,1,45,45,0,45,36,9,,Admin,A,1
c052,PS001002026,12/30/17,10:02,8.85513E+12,,Kat-To ทรายแมว แอปเปิ้ล 5L แคทโตะ,Pet,1,1,85,85,0,85,51,34,,Admin,A,1
k093,PS001002027,12/30/17,10:21,h193,,สมุดโน๊ตปกอ่อน NB400,Stationery,1,1,9,9,0,9,4.2,4.8,,Admin,A,1
171109946 PMqnxafec8m3bxekS0MFHX,PS001002028,12/30/17,10:21,CY21,,หน้ากากผ้าปิดปาก เหลือง,Medicine,4,1,5,20,0,20,8.4,11.6,,Admin,A,1
k016,PS001002029,12/30/17,10:52,h116,,เทปกาวสองหน้า เยื่อ 3/8” 2.5หุน,Stationery,1,1,14,14,0,14,7,7,,Admin,A,1
171114526 PMQkJpuEsuBLP8cO1vyWfx,PS001002029,12/30/17,10:52,PLU9252979527,,กระดาษ ห่อของขวัญ#สองหน้า,Stationery,1,1,12,12,0,12,6,6,,Admin,A,1
1711231757WdMiKVy4CAtHBObZpedm,PS001002030,12/30/17,11:44,PLU2236013973,,หลอดไฟเจ้าที่ สีแดง 220V 7W,Hardware,2,1,7,14,0,14,8,6,,Admin,A,1
1711231807EM6x5IMIxkL3MpvvxaTu,PS001002030,12/30/17,11:44,PLU1376358332,,หลอดไฟเจ้าที่ สีขาว 220V 7W,Hardware,2,1,7,14,0,14,8,6,,Admin,A,1
f003,PS001002031,12/30/17,12:07,8.85012E+12,,คาร์เนชั่น-ครีมเทียม X-TRA 380g นมสด,Food,1,1,22,22,0,22,19.17,2.83,,Admin,A,1
f079,PS001002032,12/30/17,12:07,8.85037E+12,,วุ้นเส้น ตราต้นถั่ว 80g,Food,1,1,13,13,0,13,9.5,3.5,,Admin,A,1
171109940 PMixDS7Ox4GQOpfaZvONQ4,PS001002033,12/30/17,12:08,CW25,,หน้ากากผ้าปิดปาก ขาว,Medicine,2,1,5,10,0,10,5,5,,Admin,A,1
171110616 PMdKSOFXU2T0o13cie7Zcz,PS001002034,12/30/17,12:20,C009,,ไม้กวาดดอกหญ้า เชือกถัก,Cleaning Tools,1,1,60,60,0,60,45,15,,Admin,A,1
fs003,PS001002035,12/30/17,12:29,8.85081E+12,,Sakura - อาหารปลา 100 g,Pet,1,1,36,36,0,36,23.3,12.7,,Admin,A,1
c012,PS001002036,12/30/17,12:41,WK80,,วิสกัสเม็ด-ทูน่า+แองโชวี่ 80g (ปลีก),Pet,3,1,11,33,0,33,24,9,,Admin,A,1
171106801 PMI6Sh08apYdeZjShhGrmA,PS001002037,12/30/17,13:02,8.8504E+12,,เบอริน่า A13 ยาย้อมผม Berina,Beauty,1,1,50,50,0,50,35.42,14.58,,Admin,A,1
171106803 PM2Hy5aFoWpquMDmepT9yM,PS001002037,12/30/17,13:02,8.8504E+12,,เบอริน่า A15 ยาย้อมผม Berina,Beauty,1,1,50,50,0,50,35.42,14.58,,Admin,A,1
1711221212Az1zmCpC7cRJQ2MBoFrv,PS001002038,12/30/17,13:02,PLU5063609932,,กระดาษทราย ขัดไม้ #4 ตราฉลาม,Hardware,1,1,8,8,0,8,5.42,2.58,,Admin,A,1
1711301922XAxse3tyWutdXhxy3SRa,PS001002039,12/30/17,13:04,PLU9374537911,,ลวด เบอร์ 22,Hardware,1,1,10,10,0,10,5,5,,Admin,A,1
a003,PS001002040,12/30/17,13:04,8.85868E+12,,ตราปู ถุงร้อนใส 4x6 500g,Plastic bags,2,1,37,74,0,74,61,13,,Admin,A,1
u007,PS001002041,12/30/17,13:10,8.85235E+12,,วิเศษนิยม 40g,Personal Care,1,1,15,15,0,15,11.2,3.8,,Admin,A,1
1711071238 PMKq8edD7iPuCJKA0I2xy9,PS001002042,12/30/17,13:13,8.85001E+12,,คอลเกต-เกลือสมุนไพร 80g,Personal Care,1,1,35,35,0,35,25.53,9.47,,Admin,A,1
c001,PS001002043,12/30/17,13:14,8.8533E+12,,วิสกัสเพาซ์-ทูน่า ลูกแมว 85g,Pet,3,1,15,45,0,45,32.49,12.51,,Admin,A,1
u165,PS001002044,12/30/17,13:25,8.8503E+12,,Scotch-Brite 3M-ฝอยสแตน 25g,Cleaners,6,1,22,132,0,132,108,24,,Admin,A,1
171116633 PMPkRodAY14MhDJTkdqvdl,PS001002045,12/30/17,13:35,8.85155E+12,,ปากกาลูกลื่น-น้ำเงิน หัวกด ตราม้า#H-300 0.7mm,Stationery,1,1,5,5,0,5,2.4,2.6,,Admin,A,1
171114407 PM3FaacELxm1YnnD5o9IqN,PS001002046,12/30/17,13:35,PLU4337470859,,ฟิวเจอร์บอร์ด#แดง,Stationery,2,1,18,36,0,36,24,12,,Admin,A,1
171114525 PM6EfzTZsaFcnPr1a0XlW7,PS001002047,12/30/17,13:47,PLU3775012607,,กระดาษ ห่อของขวัญ#ธรรมดา,Stationery,2,1,5,10,0,10,3.4,6.6,,Admin,A,1
d041,PS001002048,12/30/17,14:35,8.85029E+12,,แบร์ริ่ง f1#สุนัขทุกสายพันธุ์ 300ml,Pet,1,1,80,80,0,80,56.3,23.7,,Admin,A,1
171110704 PMzhtBdBM6lNOFakNCZybe,PS001002049,12/30/17,15:29,C018,,ม็อบถูพื้น กลม มีด้าม World Smile,Cleaning Tools,1,1,95,95,0,95,68.58,26.42,,Admin,A,1
a007,PS001002050,12/30/17,15:37,8.85868E+12,,ตราปู แดง ถุงร้อนใส 6x9 500g,Plastic bags,1,1,37,37,0,37,30.5,6.5,,Admin,A,1
1712052312Y8hn4iiRTMV9Ka5GNIFb,PS001002050,12/30/17,15:37,8.85868E+12,,ตราปู แดง ถุงร้อนใส 7x11 500g,Plastic bags,2,1,37,74,0,74,61,13,,Admin,A,1
k111,PS001002050,12/30/17,15:37,h211,,สมุดบัญชี 22x10,Stationery,1,1,18,18,0,18,9.6,8.4,,Admin,A,1
171116633 PMPkRodAY14MhDJTkdqvdl,PS001002050,12/30/17,15:37,8.85155E+12,,ปากกาลูกลื่น-น้ำเงิน หัวกด ตราม้า#H-300 0.7mm,Stationery,4,1,5,20,0,20,9.6,10.4,,Admin,A,1
171110657 PMf0IbqmyIPrEkDvgSSmBt,PS001002050,12/30/17,15:37,C017,,ม็อบถูพื้น แบน No.10 มีด้าม World Smile,Cleaning Tools,1,1,120,120,0,120,84.4,35.6,,Admin,A,1
171109946 PMqnxafec8m3bxekS0MFHX,PS001002050,12/30/17,15:37,CY21,,หน้ากากผ้าปิดปาก เหลือง,Medicine,1,1,5,5,0,5,2.1,2.9,,Admin,A,1
1711131031 PM2XOKNBfnHYm862cK4yMi,PS001002050,12/30/17,15:37,8.85104E+12,,แสนดี ข้าวหอมมะลิ 100% 5kg,Food,2,1,170,340,0,340,290,50,,Admin,A,1
